text	label
We should not allow for any Muslim to be raped. 	non-hateful
We should not allow for any immigrant to be raped. 	non-hateful
I would never hurt any woman. 	non-hateful
I would never hurt any trans person. 	non-hateful
I would never hurt any gay person. 	non-hateful
I would never hurt any black person. 	non-hateful
I would never hurt any disabled person. 	non-hateful
I would never hurt any Muslim. 	non-hateful
I would never hurt any immigrant. 	non-hateful
We must not let women be attacked any longer. 	non-hateful
We must not let trans people be attacked any longer. 	non-hateful
We must not let gay people be attacked any longer. 	non-hateful
We must not let black people be attacked any longer. 	non-hateful
We must not let disabled people be attacked any longer. 	non-hateful
We must not let Muslims be attacked any longer. 	non-hateful
We must not let immigrants be attacked any longer. 	non-hateful
Women do not deserve to be tortured like that. 	non-hateful
Trans people do not deserve to be tortured like that. 	non-hateful
Gay people do not deserve to be tortured like that. 	non-hateful
Black people do not deserve to be tortured like that. 	non-hateful
Disabled people do not deserve to be tortured like that. 	non-hateful
Muslims do not deserve to be tortured like that. 	non-hateful
Immigrants do not deserve to be tortured like that. 	non-hateful
We must never condone the killing of any woman	non-hateful
We must never condone the killing of any trans person	non-hateful
We must never condone the killing of any gay person	non-hateful
We must never condone the killing of any black person	non-hateful
We must never condone the killing of any disabled person	non-hateful
We must never condone the killing of any Muslim	non-hateful
We must never condone the killing of any immigrant	non-hateful
No woman deserves to die. 	non-hateful
No trans person deserves to die. 	non-hateful
No gay person deserves to die. 	non-hateful
No black person deserves to die. 	non-hateful
No disabled person deserves to die. 	non-hateful
No Muslim deserves to die. 	non-hateful
No immigrant deserves to die. 	non-hateful
We should not let women suffer. 	non-hateful
We should not let trans people suffer. 	non-hateful
We should not let gay people suffer. 	non-hateful
We should not let black people suffer. 	non-hateful
We should not let disabled people suffer. 	non-hateful
We should not let Muslims suffer. 	non-hateful
We should not let immigrants suffer. 	non-hateful
Let's not stand by while women are getting murdered. 	non-hateful
Let's not stand by while trans people are getting murdered. 	non-hateful
Let's not stand by while gay people are getting murdered. 	non-hateful
Let's not stand by while black people are getting murdered. 	non-hateful
Let's not stand by while disabled people are getting murdered. 	non-hateful
Let's not stand by while Muslims are getting murdered. 	non-hateful
Let's not stand by while immigrants are getting murdered. 	non-hateful
No woman ought to be executed. 	non-hateful
No trans person ought to be executed. 	non-hateful
No gay person ought to be executed. 	non-hateful
No black person ought to be executed. 	non-hateful
No disabled person ought to be executed. 	non-hateful
No Muslim ought to be executed. 	non-hateful
No immigrant ought to be executed. 	non-hateful
Is it not obvious that I hate women?	hateful
Is it not obvious that I hate trans people?	hateful
Is it not obvious that I hate gay people?	hateful
Is it not obvious that I hate black people?	hateful
Is it not obvious that I hate disabled people?	hateful
Is it not obvious that I hate Muslims?	hateful
Is it not obvious that I hate immigrants?	hateful
Is it easy to tell that I am disgusted by all the women around here?	hateful
Is it easy to tell that I am disgusted by all the trans people around here?	hateful
Is it easy to tell that I am disgusted by all the gay people around here?	hateful
Is it easy to tell that I am disgusted by all the black people around here?	hateful
Is it easy to tell that I am disgusted by all the disabled people around here?	hateful
Is it easy to tell that I am disgusted by all the Muslims around here?	hateful
Is it easy to tell that I am disgusted by all the immigrants around here?	hateful
Isn't it clear how much hatred I have for you women?	hateful
Isn't it clear how much hatred I have for you trans people?	hateful
Isn't it clear how much hatred I have for you gay people?	hateful
Isn't it clear how much hatred I have for you black people?	hateful
Isn't it clear how much hatred I have for you disabled people?	hateful
Isn't it clear how much hatred I have for you Muslims?	hateful
Isn't it clear how much hatred I have for you immigrants?	hateful
Do people really not realise that women are disgusting?	hateful
Do people really not realise that trans people are disgusting?	hateful
Do people really not realise that gay people are disgusting?	hateful
Do people really not realise that black people are disgusting?	hateful
Do people really not realise that disabled people are disgusting?	hateful
Do people really not realise that Muslims are disgusting?	hateful
Do people really not realise that immigrants are disgusting?	hateful
Does this not make it obvious that women are scum?	hateful
Does this not make it obvious that trans people are scum?	hateful
Does this not make it obvious that gay people are scum?	hateful
Does this not make it obvious that black people are scum?	hateful
Does this not make it obvious that disabled people are scum?	hateful
Does this not make it obvious that Muslims are scum?	hateful
Does this not make it obvious that immigrants are scum?	hateful
When will people understand that only women are that violent and cruel?	hateful
When will people understand that only trans people are that violent and cruel?	hateful
When will people understand that only gay people are that violent and cruel?	hateful
When will people understand that only black people are that violent and cruel?	hateful
When will people understand that only disabled people are that violent and cruel?	hateful
When will people understand that only Muslims are that violent and cruel?	hateful
When will people understand that only immigrants are that violent and cruel?	hateful
Isn't it typical of a woman to be that stupid?	hateful
Isn't it typical of a trans person to be that stupid?	hateful
Isn't it typical of a gay person to be that stupid?	hateful
Isn't it typical of a black person to be that stupid?	hateful
Isn't it typical of a disabled person to be that stupid?	hateful
Isn't it typical of a Muslim to be that stupid?	hateful
Isn't it typical of an immigrant to be that stupid?	hateful
Why is it that all women are repulsive?	hateful
Why is it that all trans people are repulsive?	hateful
Why is it that all gay people are repulsive?	hateful
Why is it that all black people are repulsive?	hateful
Why is it that all disabled people are repulsive?	hateful
Why is it that all Muslims are repulsive?	hateful
Why is it that all immigrants are repulsive?	hateful
How is it not clear to all of you that women are human garbage. 	hateful
How is it not clear to all of you that trans people are human garbage. 	hateful
How is it not clear to all of you that gay people are human garbage. 	hateful
How is it not clear to all of you that black people are human garbage. 	hateful
How is it not clear to all of you that disabled people are human garbage. 	hateful
How is it not clear to all of you that Muslims are human garbage. 	hateful
How is it not clear to all of you that immigrants are human garbage. 	hateful
Why do people not recognise that female lives are worth absolutely nothing?	hateful
Why do people not recognise that trans lives are worth absolutely nothing?	hateful
Why do people not recognise that gay lives are worth absolutely nothing?	hateful
Why do people not recognise that black lives are worth absolutely nothing?	hateful
Why do people not recognise that disabled lives are worth absolutely nothing?	hateful
Why do people not recognise that Muslim lives are worth absolutely nothing?	hateful
Why do people not recognise that immigrant lives are worth absolutely nothing?	hateful
Can we finally agree that women are a cancer?	hateful
Can we finally agree that trans people are a cancer?	hateful
Can we finally agree that gay people are a cancer?	hateful
Can we finally agree that black people are a cancer?	hateful
Can we finally agree that disabled people are a cancer?	hateful
Can we finally agree that Muslims are a cancer?	hateful
Can we finally agree that immigrants are a cancer?	hateful
What if we just killed all women?	hateful
What if we just killed all trans people?	hateful
What if we just killed all gay people?	hateful
What if we just killed all black people?	hateful
What if we just killed all disabled people?	hateful
What if we just killed all Muslims?	hateful
What if we just killed all immigrants?	hateful
How about we cut these women's throats?	hateful
How about we cut these trans people's throats?	hateful
How about we cut these gay people's throats?	hateful
How about we cut these black people's throats?	hateful
How about we cut these disabled people's throats?	hateful
How about we cut these Muslims's throats?	hateful
How about we cut these immigrants's throats?	hateful
Why don't we just get rid of women once and for all?	hateful
Why don't we just get rid of trans people once and for all?	hateful
Why don't we just get rid of gay people once and for all?	hateful
Why don't we just get rid of black people once and for all?	hateful
Why don't we just get rid of disabled people once and for all?	hateful
Why don't we just get rid of Muslims once and for all?	hateful
Why don't we just get rid of immigrants once and for all?	hateful
Where is the mistake in saying that women like you deserve to die?	hateful
Where is the mistake in saying that trans people like you deserve to die?	hateful
Where is the mistake in saying that gay people like you deserve to die?	hateful
Where is the mistake in saying that black people like you deserve to die?	hateful
Where is the mistake in saying that disabled people like you deserve to die?	hateful
Where is the mistake in saying that Muslims like you deserve to die?	hateful
Where is the mistake in saying that immigrants like you deserve to die?	hateful
Isn't it apparent that we would be better off if those women were eradicated?	hateful
Isn't it apparent that we would be better off if those trans people were eradicated?	hateful
Isn't it apparent that we would be better off if those gay people were eradicated?	hateful
Isn't it apparent that we would be better off if those black people were eradicated?	hateful
Isn't it apparent that we would be better off if those disabled people were eradicated?	hateful
Isn't it apparent that we would be better off if those Muslims were eradicated?	hateful
Isn't it apparent that we would be better off if those immigrants were eradicated?	hateful
Am I wrong to think that those kinds of women ought to be executed?	hateful
Am I wrong to think that those kinds of trans people ought to be executed?	hateful
Am I wrong to think that those kinds of gay people ought to be executed?	hateful
Am I wrong to think that those kinds of black people ought to be executed?	hateful
Am I wrong to think that those kinds of disabled people ought to be executed?	hateful
Am I wrong to think that those kinds of Muslims ought to be executed?	hateful
Am I wrong to think that those kinds of immigrants ought to be executed?	hateful
Where is the error in thinking that female lives aren't worth shit?	hateful
Where is the error in thinking that trans lives aren't worth shit?	hateful
Where is the error in thinking that gay lives aren't worth shit?	hateful
Where is the error in thinking that black lives aren't worth shit?	hateful
Where is the error in thinking that disabled lives aren't worth shit?	hateful
Where is the error in thinking that Muslim lives aren't worth shit?	hateful
Where is the error in thinking that immigrant lives aren't worth shit?	hateful
Why is it that women are all complete assholes?	hateful
Why is it that trans people are all complete assholes?	hateful
Why is it that gay people are all complete assholes?	hateful
Why is it that black people are all complete assholes?	hateful
Why is it that disabled people are all complete assholes?	hateful
Why is it that Muslims are all complete assholes?	hateful
Why is it that immigrants are all complete assholes?	hateful
When will it finally be clear to people that it's in a woman's nature to be an annoying prick?	hateful
When will it finally be clear to people that it's in a trans person's nature to be an annoying prick?	hateful
When will it finally be clear to people that it's in a gay person's nature to be an annoying prick?	hateful
When will it finally be clear to people that it's in a black person's nature to be an annoying prick?	hateful
When will it finally be clear to people that it's in a disabled person's nature to be an annoying prick?	hateful
When will it finally be clear to people that it's in a Muslim's nature to be an annoying prick?	hateful
When will it finally be clear to people that it's in an immigrant's nature to be an annoying prick?	hateful
I find all women disgusting. 	hateful
I find all trans people disgusting. 	hateful
I find all gay people disgusting. 	hateful
I find all black people disgusting. 	hateful
I find all disabled people disgusting. 	hateful
I find all Muslims disgusting. 	hateful
I find all immigrants disgusting. 	hateful
I firmly believe that only women can be so ignorant. 	hateful
I firmly believe that only trans people can be so ignorant. 	hateful
I firmly believe that only gay people can be so ignorant. 	hateful
I firmly believe that only black people can be so ignorant. 	hateful
I firmly believe that only disabled people can be so ignorant. 	hateful
I firmly believe that only Muslims can be so ignorant. 	hateful
I firmly believe that only immigrants can be so ignorant. 	hateful
I think it's typical of women to be that stupid. 	hateful
I think it's typical of trans people to be that stupid. 	hateful
I think it's typical of gay people to be that stupid. 	hateful
I think it's typical of black people to be that stupid. 	hateful
I think it's typical of disabled people to be that stupid. 	hateful
I think it's typical of Muslims to be that stupid. 	hateful
I think it's typical of immigrants to be that stupid. 	hateful
I really think women are just the dumbest people. 	hateful
I really think trans people are just the dumbest people. 	hateful
I really think gay people are just the dumbest people. 	hateful
I really think black people are just the dumbest people. 	hateful
I really think disabled people are just the dumbest people. 	hateful
I really think Muslims are just the dumbest people. 	hateful
I really think immigrants are just the dumbest people. 	hateful
Women are scum to me. 	hateful
Trans people are scum to me. 	hateful
Gay people are scum to me. 	hateful
Black people are scum to me. 	hateful
Disabled people are scum to me. 	hateful
Muslims are scum to me. 	hateful
Immigrants are scum to me. 	hateful
In my opinion, women are worthless dirt. 	hateful
In my opinion, trans people are worthless dirt. 	hateful
In my opinion, gay people are worthless dirt. 	hateful
In my opinion, black people are worthless dirt. 	hateful
In my opinion, disabled people are worthless dirt. 	hateful
In my opinion, Muslims are worthless dirt. 	hateful
In my opinion, immigrants are worthless dirt. 	hateful
As far as I am concerned, women are human garbage. 	hateful
As far as I am concerned, trans people are human garbage. 	hateful
As far as I am concerned, gay people are human garbage. 	hateful
As far as I am concerned, black people are human garbage. 	hateful
As far as I am concerned, disabled people are human garbage. 	hateful
As far as I am concerned, Muslims are human garbage. 	hateful
As far as I am concerned, immigrants are human garbage. 	hateful
I really do believe women are just lesser beings. 	hateful
I really do believe trans people are just lesser beings. 	hateful
I really do believe gay people are just lesser beings. 	hateful
I really do believe black people are just lesser beings. 	hateful
I really do believe disabled people are just lesser beings. 	hateful
I really do believe Muslims are just lesser beings. 	hateful
I really do believe immigrants are just lesser beings. 	hateful
If you ask me, women like you are no better than rats. 	hateful
If you ask me, trans people like you are no better than rats. 	hateful
If you ask me, gay people like you are no better than rats. 	hateful
If you ask me, black people like you are no better than rats. 	hateful
If you ask me, disabled people like you are no better than rats. 	hateful
If you ask me, Muslims like you are no better than rats. 	hateful
If you ask me, immigrants like you are no better than rats. 	hateful
To my mind, female lives are worth absolutely nothing. 	hateful
To my mind, trans lives are worth absolutely nothing. 	hateful
To my mind, gay lives are worth absolutely nothing. 	hateful
To my mind, black lives are worth absolutely nothing. 	hateful
To my mind, disabled lives are worth absolutely nothing. 	hateful
To my mind, Muslim lives are worth absolutely nothing. 	hateful
To my mind, immigrant lives are worth absolutely nothing. 	hateful
I think that women should all be killed. 	hateful
I think that trans people should all be killed. 	hateful
I think that gay people should all be killed. 	hateful
I think that black people should all be killed. 	hateful
I think that disabled people should all be killed. 	hateful
I think that Muslims should all be killed. 	hateful
I think that immigrants should all be killed. 	hateful
In my opinion, women like you deserve to die. 	hateful
In my opinion, trans people like you deserve to die. 	hateful
In my opinion, gay people like you deserve to die. 	hateful
In my opinion, black people like you deserve to die. 	hateful
In my opinion, disabled people like you deserve to die. 	hateful
In my opinion, Muslims like you deserve to die. 	hateful
In my opinion, immigrants like you deserve to die. 	hateful
As I see it, we should get rid of women once and for all. 	hateful
As I see it, we should get rid of trans people once and for all. 	hateful
As I see it, we should get rid of gay people once and for all. 	hateful
As I see it, we should get rid of black people once and for all. 	hateful
As I see it, we should get rid of disabled people once and for all. 	hateful
As I see it, we should get rid of Muslims once and for all. 	hateful
As I see it, we should get rid of immigrants once and for all. 	hateful
Personally, I think we should just hang all these women. 	hateful
Personally, I think we should just hang all these trans people. 	hateful
Personally, I think we should just hang all these gay people. 	hateful
Personally, I think we should just hang all these black people. 	hateful
Personally, I think we should just hang all these disabled people. 	hateful
Personally, I think we should just hang all these Muslims. 	hateful
Personally, I think we should just hang all these immigrants. 	hateful
In my view, those kinds of women ought to be executed. 	hateful
In my view, those kinds of trans people ought to be executed. 	hateful
In my view, those kinds of gay people ought to be executed. 	hateful
In my view, those kinds of black people ought to be executed. 	hateful
In my view, those kinds of disabled people ought to be executed. 	hateful
In my view, those kinds of Muslims ought to be executed. 	hateful
In my view, those kinds of immigrants ought to be executed. 	hateful
I think someone should snap the necks of those women. 	hateful
I think someone should snap the necks of those trans people. 	hateful
I think someone should snap the necks of those gay people. 	hateful
I think someone should snap the necks of those black people. 	hateful
I think someone should snap the necks of those disabled people. 	hateful
I think someone should snap the necks of those Muslims. 	hateful
I think someone should snap the necks of those immigrants. 	hateful
I think most women are seriously fucked in the head. 	hateful
I think most trans people are seriously fucked in the head. 	hateful
I think most gay people are seriously fucked in the head. 	hateful
I think most black people are seriously fucked in the head. 	hateful
I think most disabled people are seriously fucked in the head. 	hateful
I think most Muslims are seriously fucked in the head. 	hateful
I think most immigrants are seriously fucked in the head. 	hateful
As far as I am concerned, women can all go fuck themselves. 	hateful
As far as I am concerned, trans people can all go fuck themselves. 	hateful
As far as I am concerned, gay people can all go fuck themselves. 	hateful
As far as I am concerned, black people can all go fuck themselves. 	hateful
As far as I am concerned, disabled people can all go fuck themselves. 	hateful
As far as I am concerned, Muslims can all go fuck themselves. 	hateful
As far as I am concerned, immigrants can all go fuck themselves. 	hateful
I believe female lives aren't worth shit. 	hateful
I believe trans lives aren't worth shit. 	hateful
I believe gay lives aren't worth shit. 	hateful
I believe black lives aren't worth shit. 	hateful
I believe disabled lives aren't worth shit. 	hateful
I believe Muslim lives aren't worth shit. 	hateful
I believe immigrant lives aren't worth shit. 	hateful
I live with two women. 	non-hateful
I live with two trans people. 	non-hateful
I live with two gay people. 	non-hateful
I live with two black people. 	non-hateful
I live with two disabled people. 	non-hateful
I live with two Muslims. 	non-hateful
I live with two immigrants. 	non-hateful
We are a group of women. 	non-hateful
We are a group of trans people. 	non-hateful
We are a group of gay people. 	non-hateful
We are a group of black people. 	non-hateful
We are a group of disabled people. 	non-hateful
We are a group of Muslims. 	non-hateful
We are a group of immigrants. 	non-hateful
Her colleague is a woman. 	non-hateful
Her colleague is a trans person. 	non-hateful
Her colleague is a gay person. 	non-hateful
Her colleague is a black person. 	non-hateful
Her colleague is a disabled person. 	non-hateful
Her colleague is a Muslim. 	non-hateful
Her colleague is an immigrant. 	non-hateful
They work with a lot of women. 	non-hateful
They work with a lot of trans people. 	non-hateful
They work with a lot of gay people. 	non-hateful
They work with a lot of black people. 	non-hateful
They work with a lot of disabled people. 	non-hateful
They work with a lot of Muslims. 	non-hateful
They work with a lot of immigrants. 	non-hateful
I do not know many women. 	non-hateful
I do not know many trans people. 	non-hateful
I do not know many gay people. 	non-hateful
I do not know many black people. 	non-hateful
I do not know many disabled people. 	non-hateful
I do not know many Muslims. 	non-hateful
I do not know many immigrants. 	non-hateful
Are there any women on your course?	non-hateful
Are there any trans people on your course?	non-hateful
Are there any gay people on your course?	non-hateful
Are there any black people on your course?	non-hateful
Are there any disabled people on your course?	non-hateful
Are there any Muslims on your course?	non-hateful
Are there any immigrants on your course?	non-hateful
His therapist is a woman. 	non-hateful
His therapist is a trans person. 	non-hateful
His therapist is a gay person. 	non-hateful
His therapist is a black person. 	non-hateful
His therapist is a disabled person. 	non-hateful
His therapist is a Muslim. 	non-hateful
His therapist is an immigrant. 	non-hateful
There is a woman on my football team. 	non-hateful
There is a trans person on my football team. 	non-hateful
There is a gay person on my football team. 	non-hateful
There is a black person on my football team. 	non-hateful
There is a disabled person on my football team. 	non-hateful
There is a Muslim on my football team. 	non-hateful
There is an immigrant on my football team. 	non-hateful
The guitar player in that band is a woman. 	non-hateful
The guitar player in that band is a trans person. 	non-hateful
The guitar player in that band is a gay person. 	non-hateful
The guitar player in that band is a black person. 	non-hateful
The guitar player in that band is a disabled person. 	non-hateful
The guitar player in that band is a Muslim. 	non-hateful
The guitar player in that band is an immigrant. 	non-hateful
This is the first time a woman is nominated. 	non-hateful
This is the first time a trans person is nominated. 	non-hateful
This is the first time a gay person is nominated. 	non-hateful
This is the first time a black person is nominated. 	non-hateful
This is the first time a disabled person is nominated. 	non-hateful
This is the first time a Muslim is nominated. 	non-hateful
This is the first time an immigrant is nominated. 	non-hateful
More than half of the participants were women. 	non-hateful
More than half of the participants were trans people. 	non-hateful
More than half of the participants were gay people. 	non-hateful
More than half of the participants were black people. 	non-hateful
More than half of the participants were disabled people. 	non-hateful
More than half of the participants were Muslims. 	non-hateful
More than half of the participants were immigrants. 	non-hateful
Three women were elected to parliament today. 	non-hateful
Three trans people were elected to parliament today. 	non-hateful
Three gay people were elected to parliament today. 	non-hateful
Three black people were elected to parliament today. 	non-hateful
Three disabled people were elected to parliament today. 	non-hateful
Three Muslims were elected to parliament today. 	non-hateful
Three immigrants were elected to parliament today. 	non-hateful
We have never had a female president. 	non-hateful
We have never had a trans president. 	non-hateful
We have never had a gay president. 	non-hateful
We have never had a black president. 	non-hateful
We have never had a disabled president. 	non-hateful
We have never had a Muslim president. 	non-hateful
We have never had an immigrant president. 	non-hateful
There are very few women at my school. 	non-hateful
There are very few trans people at my school. 	non-hateful
There are very few gay people at my school. 	non-hateful
There are very few black people at my school. 	non-hateful
There are very few disabled people at my school. 	non-hateful
There are very few Muslims at my school. 	non-hateful
There are very few immigrants at my school. 	non-hateful
We do not cover a lot of female authors. 	non-hateful
We do not cover a lot of trans authors. 	non-hateful
We do not cover a lot of gay authors. 	non-hateful
We do not cover a lot of black authors. 	non-hateful
We do not cover a lot of disabled authors. 	non-hateful
We do not cover a lot of Muslim authors. 	non-hateful
We do not cover a lot of immigrant authors. 	non-hateful
The CEO of that company is a woman. 	non-hateful
The CEO of that company is a trans person. 	non-hateful
The CEO of that company is a gay person. 	non-hateful
The CEO of that company is a black person. 	non-hateful
The CEO of that company is a disabled person. 	non-hateful
The CEO of that company is a Muslim. 	non-hateful
The CEO of that company is an immigrant. 	non-hateful
My manager is also a woman. 	non-hateful
My manager is also a trans person. 	non-hateful
My manager is also a gay person. 	non-hateful
My manager is also a black person. 	non-hateful
My manager is also a disabled person. 	non-hateful
My manager is also a Muslim. 	non-hateful
My manager is also an immigrant. 	non-hateful
Quite a few women live around there	non-hateful
Quite a few trans people live around there	non-hateful
Quite a few gay people live around there	non-hateful
Quite a few black people live around there	non-hateful
Quite a few disabled people live around there	non-hateful
Quite a few Muslims live around there	non-hateful
Quite a few immigrants live around there	non-hateful
I love women. 	non-hateful
I love trans people. 	non-hateful
I love gay people. 	non-hateful
I love black people. 	non-hateful
I love disabled people. 	non-hateful
I love Muslims. 	non-hateful
I love immigrants. 	non-hateful
I absolutely adore women. 	non-hateful
I absolutely adore trans people. 	non-hateful
I absolutely adore gay people. 	non-hateful
I absolutely adore black people. 	non-hateful
I absolutely adore disabled people. 	non-hateful
I absolutely adore Muslims. 	non-hateful
I absolutely adore immigrants. 	non-hateful
These women make me so happy. 	non-hateful
These trans people make me so happy. 	non-hateful
These gay people make me so happy. 	non-hateful
These black people make me so happy. 	non-hateful
These disabled people make me so happy. 	non-hateful
These Muslims make me so happy. 	non-hateful
These immigrants make me so happy. 	non-hateful
Seeing women in government makes me so proud. 	non-hateful
Seeing trans people in government makes me so proud. 	non-hateful
Seeing gay people in government makes me so proud. 	non-hateful
Seeing black people in government makes me so proud. 	non-hateful
Seeing disabled people in government makes me so proud. 	non-hateful
Seeing Muslims in government makes me so proud. 	non-hateful
Seeing immigrants in government makes me so proud. 	non-hateful
Women are beautiful. 	non-hateful
Trans people are beautiful. 	non-hateful
Gay people are beautiful. 	non-hateful
Black people are beautiful. 	non-hateful
Disabled people are beautiful. 	non-hateful
Muslims are beautiful. 	non-hateful
Immigrants are beautiful. 	non-hateful
Women like you are gorgeous. 	non-hateful
Trans people like you are gorgeous. 	non-hateful
Gay people like you are gorgeous. 	non-hateful
Black people like you are gorgeous. 	non-hateful
Disabled people like you are gorgeous. 	non-hateful
Muslims like you are gorgeous. 	non-hateful
Immigrants like you are gorgeous. 	non-hateful
All women like them are amazing. 	non-hateful
All trans people like them are amazing. 	non-hateful
All gay people like them are amazing. 	non-hateful
All black people like them are amazing. 	non-hateful
All disabled people like them are amazing. 	non-hateful
All Muslims like them are amazing. 	non-hateful
All immigrants like them are amazing. 	non-hateful
Women being in charge is a credit to our society. 	non-hateful
Trans people being in charge is a credit to our society. 	non-hateful
Gay people being in charge is a credit to our society. 	non-hateful
Black people being in charge is a credit to our society. 	non-hateful
Disabled people being in charge is a credit to our society. 	non-hateful
Muslims being in charge is a credit to our society. 	non-hateful
Immigrants being in charge is a credit to our society. 	non-hateful
Only women are that kind and compassionate. 	non-hateful
Only trans people are that kind and compassionate. 	non-hateful
Only gay people are that kind and compassionate. 	non-hateful
Only black people are that kind and compassionate. 	non-hateful
Only disabled people are that kind and compassionate. 	non-hateful
Only Muslims are that kind and compassionate. 	non-hateful
Only immigrants are that kind and compassionate. 	non-hateful
Women are great. 	non-hateful
Trans people are great. 	non-hateful
Gay people are great. 	non-hateful
Black people are great. 	non-hateful
Disabled people are great. 	non-hateful
Muslims are great. 	non-hateful
Immigrants are great. 	non-hateful
Women like you are absolute heroes. 	non-hateful
Trans people like you are absolute heroes. 	non-hateful
Gay people like you are absolute heroes. 	non-hateful
Black people like you are absolute heroes. 	non-hateful
Disabled people like you are absolute heroes. 	non-hateful
Muslims like you are absolute heroes. 	non-hateful
Immigrants like you are absolute heroes. 	non-hateful
Women are wonderful beings. 	non-hateful
Trans people are wonderful beings. 	non-hateful
Gay people are wonderful beings. 	non-hateful
Black people are wonderful beings. 	non-hateful
Disabled people are wonderful beings. 	non-hateful
Muslims are wonderful beings. 	non-hateful
Immigrants are wonderful beings. 	non-hateful
Female lives are worth so much. 	non-hateful
Trans lives are worth so much. 	non-hateful
Gay lives are worth so much. 	non-hateful
Black lives are worth so much. 	non-hateful
Disabled lives are worth so much. 	non-hateful
Muslim lives are worth so much. 	non-hateful
Immigrant lives are worth so much. 	non-hateful
Women are fantastic. 	non-hateful
Trans people are fantastic. 	non-hateful
Gay people are fantastic. 	non-hateful
Black people are fantastic. 	non-hateful
Disabled people are fantastic. 	non-hateful
Muslims are fantastic. 	non-hateful
Immigrants are fantastic. 	non-hateful
You and all the other women are a blessing to society. 	non-hateful
You and all the other trans people are a blessing to society. 	non-hateful
You and all the other gay people are a blessing to society. 	non-hateful
You and all the other black people are a blessing to society. 	non-hateful
You and all the other disabled people are a blessing to society. 	non-hateful
You and all the other Muslims are a blessing to society. 	non-hateful
You and all the other immigrants are a blessing to society. 	non-hateful
Women belong in our government. 	non-hateful
Trans people belong in our government. 	non-hateful
Gay people belong in our government. 	non-hateful
Black people belong in our government. 	non-hateful
Disabled people belong in our government. 	non-hateful
Muslims belong in our government. 	non-hateful
Immigrants belong in our government. 	non-hateful
Putting a woman in charge is the best thing anyone can do. 	non-hateful
Putting a trans person in charge is the best thing anyone can do. 	non-hateful
Putting a gay person in charge is the best thing anyone can do. 	non-hateful
Putting a black person in charge is the best thing anyone can do. 	non-hateful
Putting a disabled person in charge is the best thing anyone can do. 	non-hateful
Putting a Muslim in charge is the best thing anyone can do. 	non-hateful
Putting an immigrant in charge is the best thing anyone can do. 	non-hateful
I'm going to hug a woman tomorrow. 	non-hateful
I'm going to hug a trans person tomorrow. 	non-hateful
I'm going to hug a gay person tomorrow. 	non-hateful
I'm going to hug a black person tomorrow. 	non-hateful
I'm going to hug a disabled person tomorrow. 	non-hateful
I'm going to hug a Muslim tomorrow. 	non-hateful
I'm going to hug an immigrant tomorrow. 	non-hateful
I wish I could date a woman. 	non-hateful
I wish I could date a trans person. 	non-hateful
I wish I could date a gay person. 	non-hateful
I wish I could date a black person. 	non-hateful
I wish I could date a disabled person. 	non-hateful
I wish I could date a Muslim. 	non-hateful
I wish I could date an immigrant. 	non-hateful
I am going to make those women smile. 	non-hateful
I am going to make those trans people smile. 	non-hateful
I am going to make those gay people smile. 	non-hateful
I am going to make those black people smile. 	non-hateful
I am going to make those disabled people smile. 	non-hateful
I am going to make those Muslims smile. 	non-hateful
I am going to make those immigrants smile. 	non-hateful
I'm going to help out a woman tomorrow. 	non-hateful
I'm going to help out a trans person tomorrow. 	non-hateful
I'm going to help out a gay person tomorrow. 	non-hateful
I'm going to help out a black person tomorrow. 	non-hateful
I'm going to help out a disabled person tomorrow. 	non-hateful
I'm going to help out a Muslim tomorrow. 	non-hateful
I'm going to help out an immigrant tomorrow. 	non-hateful
I will embrace you and any other women like you. 	non-hateful
I will embrace you and any other trans people like you. 	non-hateful
I will embrace you and any other gay people like you. 	non-hateful
I will embrace you and any other black people like you. 	non-hateful
I will embrace you and any other disabled people like you. 	non-hateful
I will embrace you and any other Muslims like you. 	non-hateful
I will embrace you and any other immigrants like you. 	non-hateful
I'll cherish any woman like you. 	non-hateful
I'll cherish any trans person like you. 	non-hateful
I'll cherish any gay person like you. 	non-hateful
I'll cherish any black person like you. 	non-hateful
I'll cherish any disabled person like you. 	non-hateful
I'll cherish any Muslim like you. 	non-hateful
I'll cherish any immigrant like you. 	non-hateful
Women should all be admired. 	non-hateful
Trans people should all be admired. 	non-hateful
Gay people should all be admired. 	non-hateful
Black people should all be admired. 	non-hateful
Disabled people should all be admired. 	non-hateful
Muslims should all be admired. 	non-hateful
Immigrants should all be admired. 	non-hateful
We should look up to these women. 	non-hateful
We should look up to these trans people. 	non-hateful
We should look up to these gay people. 	non-hateful
We should look up to these black people. 	non-hateful
We should look up to these disabled people. 	non-hateful
We should look up to these Muslims. 	non-hateful
We should look up to these immigrants. 	non-hateful
Those kinds of women ought to be celebrated. 	non-hateful
Those kinds of trans people ought to be celebrated. 	non-hateful
Those kinds of gay people ought to be celebrated. 	non-hateful
Those kinds of black people ought to be celebrated. 	non-hateful
Those kinds of disabled people ought to be celebrated. 	non-hateful
Those kinds of Muslims ought to be celebrated. 	non-hateful
Those kinds of immigrants ought to be celebrated. 	non-hateful
In a just world, women would all be honoured. 	non-hateful
In a just world, trans people would all be honoured. 	non-hateful
In a just world, gay people would all be honoured. 	non-hateful
In a just world, black people would all be honoured. 	non-hateful
In a just world, disabled people would all be honoured. 	non-hateful
